# STITCH 1	STITCH 2	Polypharmacy Side Effect	Side Effect Name
CID000003446	CID000032797	C0038358	gastric ulcer
CID000003446	CID000032797	C0011168	deglutition disorder
CID000003446	CID000032797	C0003123	Anorexia
CID000003446	CID000032797	C0149931	migraine
CID000003446	CID000032797	C0263912	rotator cuff syndrome
CID000003446	CID000032797	C0152027	sensory disturbance
CID000003446	CID000032797	C0026946	fungal disease
CID000003446	CID000032797	C0013362	dysarthria
CID000003446	CID000032797	C0031099	periodontitis
CID000003446	CID000032797	C0011991	diarrhea
CID000003446	CID000032797	C0031090	periodontal disease
CID000003446	CID000032797	C0014518	Lyell
CID000003446	CID000032797	C0033687	proteinuria
CID000003446	CID000032797	C0002103	allergic rhinitis
CID000003446	CID000032797	C0007859	cervicalgia
CID000003446	CID000032797	C0271650	Glucose intolerance
CID000003446	CID000032797	C0520474	aseptic necrosis bone
CID000003446	CID000032797	C0006325	bruxism
CID000003446	CID000032797	C0011175	dehydration
CID000003446	CID000032797	C0022603	seborrhoeic keratosis
CID000003446	CID000032797	C0022602	actinic keratosis
CID000003446	CID000032797	C0007785	cerebral infarct
CID000003446	CID000032797	C0018021	goiter
CID000003446	CID000032797	C0242184	hypoxia
CID000003446	CID000032797	C0013404	Difficulty breathing
CID000003446	CID000032797	C0040997	trigeminal neuralgia
CID000003446	CID000032797	C0002962	angina
CID000003446	CID000032797	C0029408	Osteoarthritis
CID000003446	CID000032797	C0029400	bone inflammation
CID000003446	CID000032797	C0042963	emesis
CID000003446	CID000032797	C0003467	Anxiety
CID000003446	CID000032797	C1253936	joint effusion
CID000003446	CID000032797	C0015695	fatty liver
CID000003446	CID000032797	C0008301	choking
CID000003446	CID000032797	C0029163	mouth bleeding
CID000003446	CID000032797	C0442874	neuropathy
CID000003446	CID000032797	C0231528	aching muscles
CID000003446	CID000032797	C0032633	dyshidrosis
CID000003446	CID000032797	C0000833	abscess
CID000003446	CID000032797	C1442903	bone spur
CID000003446	CID000032797	C0700594	radiculopathy
CID000003446	CID000032797	C0003864	arthritis
CID000003446	CID000032797	C0020649	arterial pressure NOS decreased
CID000003446	CID000032797	C0019291	hernia hiatal
CID000003446	CID000032797	C0003869	Arthritis infective
CID000003446	CID000032797	C0018681	Head ache
CID000003696	CID000059708	C0038525	subarachnoid haemorrhage
CID000003696	CID000059708	C0019158	hepatitis
CID000003696	CID000059708	C0040034	thrombocytopenia
CID000003696	CID000059708	C0042029	Infection Urinary Tract
CID000003696	CID000059708	C0162429	malnourished
CID000003696	CID000059708	C0020456	hyperglycaemia
CID000003696	CID000059708	C0004093	asthenia
CID000003696	CID000059708	C0011991	diarrhea
CID000003696	CID000059708	C0002622	Amnesia
CID000003696	CID000059708	C0011175	dehydration
CID000003696	CID000059708	C0042963	emesis
CID000003696	CID000059708	C0085649	edema extremities
CID000003696	CID000059708	C0009938	bruise
CID000003696	CID000059708	C0015967	body temperature increased
CID000003696	CID000059708	C0030305	pancreatitis
CID000003696	CID000059708	C0013384	abnormal movements
CID000003696	CID000059708	C0020649	arterial pressure NOS decreased
CID000003696	CID000059708	C0009241	cognitive disorder
CID000003696	CID000059708	C0035410	rhabdomyolysis
CID000003696	CID000059708	C0041657	loss of consciousness
CID000003826	CID000083786	C0152128	drug withdrawal
CID000003826	CID000083786	C0018099	gout
CID000003826	CID000083786	C0041834	erythema
CID000003826	CID000083786	C0015230	eruption
CID000003826	CID000083786	C0085631	agitated
CID000003826	CID000083786	C0011615	allergic dermatitis
CID000003826	CID000083786	C0009806	constipated
CID000003826	CID000083786	C0002994	angioedema
CID000003826	CID000083786	C0032285	neumonia
CID000003826	CID000083786	C0012569	Diplopia
CID000003826	CID000083786	C0003507	aortic stenosis
CID000003826	CID000083786	C0011053	deafness
CID000003826	CID000083786	C0398353	Hypoventilation
CID000003826	CID000083786	C0344232	blurred vision
CID000003826	CID000083786	C0162297	pulmonary arrest
CID000003826	CID000083786	C0018801	cardiac failure
CID000003826	CID000083786	C0013182	Drug hypersensitivity
CID000003826	CID000083786	C0016204	flatulence
CID000003826	CID000083786	C0040034	thrombocytopenia
CID000003826	CID000083786	C0023518	leucocytosis
CID000003826	CID000083786	C0019112	haemorrhoids
CID000003826	CID000083786	C0027947	Neutropenia
CID000003826	CID000083786	C0013604	edema
CID000003826	CID000083786	C0020625	blood sodium decreased
CID000003826	CID000083786	C0034063	lung edema
CID000003826	CID000083786	C0012833	dizziness
CID000003826	CID000083786	C0033774	itch
CID000003826	CID000083786	C0009938	bruise
CID000003826	CID000083786	C0008767	Scar
CID000003826	CID000083786	C0000737	abdominal pain
CID000003826	CID000083786	C0042109	hive
CID000003826	CID000083786	C0013404	Difficulty breathing
CID000003826	CID000083786	C0007787	transient ischaemic attack
CID000003826	CID000083786	C0085680	hypochloraemia
CID000003826	CID000083786	C0267596	haemorrhage rectum
CID000003826	CID000083786	C0015672	Fatigue
CID000003826	CID000083786	C0038999	bulging
CID000003826	CID000083786	C0002962	angina
CID000003826	CID000083786	C0917801	insomnia
CID000003826	CID000083786	C0013395	dyspepsia
CID000003826	CID000083786	C0037199	Sinusitis
CID000003826	CID000083786	C0019291	hernia hiatal
CID000003826	CID000083786	C0034065	Embolism pulmonary
CID000003826	CID000083786	C0012691	dislocation
CID000003826	CID000083786	C0040822	tremor
CID000003826	CID000083786	C0017181	gastrointestinal bleed
CID000003826	CID000083786	C0020598	Blood calcium decreased
CID000003826	CID000083786	C0595939	still birth
CID000003826	CID000083786	C1510472	Drug addiction
CID000003826	CID000083786	C1145670	respiratory failure
CID000003826	CID000083786	C0030312	bone marrow failure
CID000003826	CID000083786	C0026848	muscle disorder
CID000003826	CID000083786	C0002871	anaemia
CID000003826	CID000083786	C0027497	nausea
CID000003826	CID000083786	C0085649	edema extremities
CID000003826	CID000083786	C0035078	kidney failure
CID000003826	CID000083786	C0009421	coma
CID000003826	CID000083786	C0003862	Aching joints
CID000003826	CID000083786	C0497247	arterial pressure NOS increased
CID000003826	CID000083786	C0004238	AFIB
CID000003826	CID000083786	C0023418	Leukaemia
CID000003826	CID000083786	C0024117	chronic obstructive airway disease
CID000003826	CID000083786	C0018790	asystole
CID000003826	CID000083786	C0020649	arterial pressure NOS decreased
CID000003826	CID000083786	C0010692	Bladder inflammation
CID000003826	CID000083786	C0032231	pleurisy
CID000003826	CID000083786	C0009376	colonic polyp
CID000003143	CID004183806	C0017152	gastric inflammation
CID000003143	CID004183806	C0015230	eruption
CID000003143	CID004183806	C0004604	Back Ache
CID000003143	CID004183806	C0009806	constipated
CID000003143	CID004183806	C0032285	neumonia
CID000003143	CID004183806	C0036508	dermatitis seborrheic
CID000003143	CID004183806	C1145670	respiratory failure
CID000003143	CID004183806	C0018801	cardiac failure
CID000003143	CID004183806	C0038362	mucositis oral
CID000003143	CID004183806	C0042029	Infection Urinary Tract
CID000003143	CID004183806	C0520474	aseptic necrosis bone
CID000003143	CID004183806	C0019112	haemorrhoids
CID000003143	CID004183806	C0013604	edema
CID000003143	CID004183806	C0149925	SCLC
CID000003143	CID004183806	C0022660	acute kidney failure
CID000003143	CID004183806	C0020598	Blood calcium decreased
CID000003143	CID004183806	C0002871	anaemia
CID000003143	CID004183806	C0030446	adynamic ileus
CID000003143	CID004183806	C0015672	Fatigue
CID000003143	CID004183806	C0750426	increased white blood cell count
CID000003143	CID004183806	C0011606	dermatitis exfoliative
CID000003143	CID004183806	C0008031	chest pain
CID000003143	CID004183806	C0032227	Pleural Effusion
CID000003143	CID004183806	C0085649	edema extremities
CID000003143	CID004183806	C0085602	excessive thirst
CID000003143	CID004183806	C0034069	lung fibrosis
CID000003143	CID004183806	C0030196	Extremity pain
CID000003143	CID004183806	C0019079	coughing blood
CID000003143	CID004183806	C0002792	anaphylactic reaction
CID000003143	CID004183806	C0085680	hypochloraemia
CID000003143	CID004183806	C0040822	tremor
CID000003143	CID004183806	C0206063	radiation pneumonitis
CID000003143	CID004183806	C0206062	ild
CID000003143	CID004183806	C0020625	blood sodium decreased
CID000003143	CID004183806	C0242379	lung neoplasm malignant
CID000003143	CID004183806	C0017675	Glossitis
CID000003143	CID004183806	C0014457	Eosinophil Count Increased
CID000003143	CID004183806	C0021311	infection
CID000003143	CID004183806	C0004626	bacterial pneumonia
CID000003143	CID004183806	C0018681	Head ache
CID000004736	CID000005038	C0038454	apoplexy
CID000004736	CID000005038	C0004601	back injury
CID000004736	CID000005038	C0043094	weight gain
CID000004736	CID000005038	C0004144	atelectasis
CID000004736	CID000005038	C0004604	Back Ache
CID000004736	CID000005038	C0009806	constipated
CID000004736	CID000005038	C0003811	Arrhythmia
CID000004736	CID000005038	C0013384	abnormal movements
CID000004736	CID000005038	C0158252	intervertebral disc disorder
CID000004736	CID000005038	C0027051	heart attack
CID000004736	CID000005038	C0085615	bundle branch block right
CID000004736	CID000005038	C0001418	adenocarcinoma
CID000004736	CID000005038	C0018800	cardiac enlargement
CID000004736	CID000005038	C0231807	Dyspnea exertional
CID000004736	CID000005038	C0010200	Cough
CID000004736	CID000005038	C0018802	Cardiac decompensation
CID000004736	CID000005038	C0497247	arterial pressure NOS increased
CID000004736	CID000005038	C0020538	High blood pressure
CID000004736	CID000005038	C0917798	cerebral ischaemia
CID000004736	CID000005038	C0221706	road traffic accident
CID000004736	CID000005038	C0018790	asystole
CID000004736	CID000005038	C0013404	Difficulty breathing
CID000004736	CID000005038	C0001948	alcohol consumption
CID000004736	CID000005038	C0018799	cardiac disease
CID000004736	CID000005038	C0015672	Fatigue
CID000004736	CID000005038	C0004153	Atherosclerosis
CID000004736	CID000005038	C0002962	angina
CID000004736	CID000005038	C0014130	endocrine disorder
CID000004736	CID000005038	C0008031	chest pain
CID000004736	CID000005038	C0008033	pleural pain
CID000004736	CID000005038	C0151636	Extrasystoles Ventricular
CID000004736	CID000005038	C0003467	Anxiety
CID000004736	CID000005038	C0036572	convulsion
CID000004736	CID000005038	C0019079	coughing blood
CID000004736	CID000005038	C0553723	squamous cell carcinoma of skin
CID000004736	CID000005038	C0017181	gastrointestinal bleed
CID000004736	CID000005038	C0020598	Blood calcium decreased
CID000004736	CID000005038	C0030193	Pain
CID000004736	CID000005038	C0151744	Cardiac ischemia
CID000004736	CID000005038	C0020443	elevated cholesterol
CID000004736	CID000005038	C0010054	arteriosclerotic heart disease
CID000004736	CID000005038	C0027497	nausea
CID000004736	CID000005038	C0005586	bipolar disorder
CID000004736	CID000005038	C0398353	Hypoventilation
CID000004736	CID000005038	C0041657	loss of consciousness
CID000004736	CID000005038	C0040822	tremor
CID000004736	CID000005038	C0042510	ventricular fibrillation
CID000004736	CID000005038	C0003862	Aching joints
CID000004736	CID000005038	C0004238	AFIB
CID000004736	CID000005038	C0242362	Intervertebral Disc Herniation
CID000004736	CID000005038	C0020649	arterial pressure NOS decreased
CID000004736	CID000005038	C0010692	Bladder inflammation
CID000004736	CID000005038	C0043096	loss of weight
CID000004736	CID000005038	C0007117	basal cell carcinoma
CID000004736	CID000005039	C0038454	apoplexy
CID000004736	CID000005039	C0013362	dysarthria
CID000004736	CID000005039	C0004144	atelectasis
CID000004736	CID000005039	C0009806	constipated
CID000004736	CID000005039	C0032285	neumonia
CID000004736	CID000005039	C0014868	esophagitis
CID000004736	CID000005039	C0009676	confusion
CID000004736	CID000005039	C0042024	Incontinence
CID000004736	CID000005039	C0020538	High blood pressure
CID000004736	CID000005039	C0032231	pleurisy
CID000004736	CID000005039	C0020598	Blood calcium decreased
CID000004736	CID000005039	C0015672	Fatigue
CID000004736	CID000005039	C0008031	chest pain
CID000004736	CID000005039	C0011849	Diabetes
CID000004736	CID000005039	C0006277	bronchitis
CID000004736	CID000005039	C0017181	gastrointestinal bleed
CID000004736	CID000005039	C0030193	Pain
CID000004736	CID000005039	C0011168	deglutition disorder
CID000004736	CID000005039	C0032326	pneumothorax
CID000004736	CID000005039	C0027497	nausea
CID000004736	CID000005039	C0041657	loss of consciousness
CID000004736	CID000005039	C0040822	tremor
CID000004736	CID000005039	C0024117	chronic obstructive airway disease
CID000004736	CID000005039	C0020649	arterial pressure NOS decreased
CID000004736	CID000005039	C0010692	Bladder inflammation
CID000004736	CID000005039	C0018681	Head ache
CID000005005	CID005493444	C0003537	aphasia
CID000005005	CID005493444	C0014724	belching
CID000005005	CID005493444	C0442874	neuropathy
CID000005005	CID005493444	C0039070	Fainting
CID000005005	CID005493444	C0002994	angioedema
CID000005005	CID005493444	C0013604	edema
CID000005005	CID005493444	C0011991	diarrhea
CID000005005	CID005493444	C0428977	bradycardia
CID000005005	CID005493444	C0020649	arterial pressure NOS decreased
CID000005005	CID005493444	C0009676	confusion
CID000005005	CID005493444	C0020517	allergies
CID000005005	CID005493444	C0004093	asthenia
CID000005005	CID005493444	C0014457	Eosinophil Count Increased
CID000005005	CID005493444	C0018932	haematochezia
CID000005005	CID005493444	C0015672	Fatigue
CID000005005	CID005493444	C0232492	abdominal pain upper
CID000003261	CID000003746	C0043096	loss of weight
CID000003261	CID000003746	C0004144	atelectasis
CID000003261	CID000003746	C0036974	cardiovascular collapse
CID000003261	CID000003746	C0011615	allergic dermatitis
CID000003261	CID000003746	C0009806	constipated
CID000003261	CID000003746	C0442874	neuropathy
CID000003261	CID000003746	C0032285	neumonia
CID000003261	CID000003746	C0030554	Paraesthesia
CID000003261	CID000003746	C0398353	Hypoventilation
CID000003261	CID000003746	C0027709	nephrocalcinosis
CID000003261	CID000003746	C0007642	cellulitis
CID000003261	CID000003746	C0016204	flatulence
CID000003261	CID000003746	C0018926	haematemesis
CID000003261	CID000003746	C0009676	confusion
CID000003261	CID000003746	C0042029	Infection Urinary Tract
CID000003261	CID000003746	C0033774	itch
CID000003261	CID000003746	C0151786	muscle weakness
CID000003261	CID000003746	C0013604	edema
CID000003261	CID000003746	C0022346	icterus
CID000003261	CID000003746	C0000737	abdominal pain
CID000003261	CID000003746	C0034067	emphysema
CID000003261	CID000003746	C0235974	pancreatic cancer
CID000003261	CID000003746	C0242184	hypoxia
CID000003261	CID000003746	C0013404	Difficulty breathing
CID000003261	CID000003746	C0030446	adynamic ileus
CID000003261	CID000003746	C0040997	trigeminal neuralgia
CID000003261	CID000003746	C0032290	aspiration pneumonia
CID000003261	CID000003746	C0039231	heart rate increased
CID000003261	CID000003746	C0917801	insomnia
CID000003261	CID000003746	C0018188	granuloma
CID000003261	CID000003746	C0042963	emesis
CID000003261	CID000003746	C0021845	intestinal perforation
CID000003261	CID000003746	C0036983	septic shock
CID000003261	CID000003746	C0019080	Bleeding
CID000003261	CID000003746	C0311394	difficulty in walking
CID000003261	CID000003746	C1510472	Drug addiction
CID000003261	CID000003746	C0030193	Pain
CID000003261	CID000003746	C0013144	drowsiness
CID000003261	CID000003746	C0039520	Tenosynovitis
CID000003261	CID000003746	C0027497	nausea
CID000003261	CID000003746	C0003467	Anxiety
CID000003261	CID000003746	C0003123	Anorexia
CID000003261	CID000003746	C0000833	abscess
CID000003261	CID000003746	C0020625	blood sodium decreased
CID000003261	CID000003746	C0023885	liver abscess
CID000003261	CID000003746	C0020649	arterial pressure NOS decreased
CID000003261	CID000003746	C0259768	wound dehiscence
CID000003261	CID000003746	C0003962	ascites
CID000003261	CID000003746	C0152128	drug withdrawal
CID000003446	CID000028112	C0017152	gastric inflammation
CID000003446	CID000028112	C0026986	myelodysplasia
CID000003446	CID000028112	C0085606	micturition urgency
CID000003446	CID000028112	C0016663	Bone Fracture Spontaneous
CID000003446	CID000028112	C0085631	agitated
CID000003446	CID000028112	C0004604	Back Ache
CID000003446	CID000028112	C0013456	ear ache
CID000003446	CID000028112	C0034887	rectal polyp
CID000003446	CID000028112	C0012569	Diplopia
CID000003446	CID000028112	C0151636	Extrasystoles Ventricular
CID000003446	CID000028112	C0178428	sinus arrest
CID000003446	CID000028112	C0038002	enlarged spleen
CID000003446	CID000028112	C0033860	psoriasis
CID000003446	CID000028112	C0027404	narcolepsy
CID000003446	CID000028112	C0015967	body temperature increased
CID000003446	CID000028112	C0267596	haemorrhage rectum
CID000003446	CID000028112	C0014863	esophageal spasm
CID000003446	CID000028112	C1510472	Drug addiction
CID000003446	CID000028112	C0575090	balance disorder
CID000003446	CID000028112	C0027051	heart attack
CID000003446	CID000028112	C0231807	Dyspnea exertional
CID000003446	CID000028112	C0013182	Drug hypersensitivity
CID000003446	CID000028112	C0014868	esophagitis
CID000003446	CID000028112	C0009676	confusion
CID000003446	CID000028112	C0042029	Infection Urinary Tract
CID000003446	CID000028112	C0020488	hypernatraemia
CID000003446	CID000028112	C0020538	High blood pressure
CID000003446	CID000028112	C0149801	urosepsis
CID000003446	CID000028112	C0014118	endocarditis
CID000003446	CID000028112	C0221706	road traffic accident
CID000003446	CID000028112	C0022346	icterus
CID000003446	CID000028112	C0011880	diabetic acidosis
CID000003446	CID000028112	C0030196	Extremity pain
CID000003446	CID000028112	C0003873	Arthritis rheumatoid
CID000003446	CID000028112	C0035522	rib fracture
CID000003446	CID000028112	C0007787	transient ischaemic attack
CID000003446	CID000028112	C0037383	sneezing
CID000003446	CID000028112	C0002871	anaemia
CID000003446	CID000028112	C0005745	blepharoptosis
CID000003446	CID000028112	C0005747	Blepharospasm
CID000003446	CID000028112	C0003044	animal bite
CID000003446	CID000028112	C0003811	Arrhythmia
CID000003446	CID000028112	C0085636	Light sensitivity
CID000003446	CID000028112	C0017160	gastroenteritis
CID000003446	CID000028112	C0008031	chest pain
CID000003446	CID000028112	C0037023	salivary gland inflammation
CID000003446	CID000028112	C0008033	pleural pain
CID000003446	CID000028112	C0017168	acid reflux
CID000003446	CID000028112	C0019291	hernia hiatal
CID000003446	CID000028112	C0917799	excessive sleepiness
CID000003446	CID000028112	C0036983	septic shock
CID000003446	CID000028112	C0039503	Tendinitis
CID000003446	CID000028112	C0085602	excessive thirst
CID000003446	CID000028112	C0003564	Aphonia
CID000003446	CID000028112	C0030193	Pain
CID000003446	CID000028112	C0027022	MPD
CID000003446	CID000028112	C0011127	decubitus ulcer
CID000003446	CID000028112	C0497156	Adenopathy
CID000003446	CID000028112	C0040435	tooth disease
CID000003446	CID000028112	C0027497	nausea
CID000003446	CID000028112	C0039070	Fainting
CID000003446	CID000028112	C0002170	alopecia
CID000003446	CID000028112	C0398353	Hypoventilation
CID000003446	CID000028112	C0022658	disorder Renal
CID000003446	CID000028112	C0006107	brain concussion
CID000003446	CID000028112	C0020625	blood sodium decreased
CID000003446	CID000028112	C0004239	atrial flutter
CID000003446	CID000028112	C0020621	hypokalaemia
CID000003446	CID000028112	C0032227	Pleural Effusion
CID000003446	CID000028112	C0013298	duodenitis
CID000003446	CID000028112	C0149871	deep vein thromboses
CID000003446	CID000028112	C0038395	streptococcal infection
CID000003446	CID000028112	C0003962	ascites
CID000003446	CID000028112	C0038436	post traumatic stress disorder
CID000003446	CID000028112	C0006444	bursitis
CID000003446	CID000028112	C0029927	Ovarian Cyst
CID000003446	CID000028112	C0018188	granuloma
CID000003446	CID000028112	C0019917	hordeolum
CID000003446	CID000028112	C0032285	neumonia
CID000003446	CID000028112	C0035258	Ekbom Syndrome
CID000003446	CID000028112	C0036508	dermatitis seborrheic
CID000003446	CID000028112	C0344232	blurred vision
CID000003446	CID000028112	C0085593	chill
CID000003446	CID000028112	C0851578	sleep disorder
CID000003446	CID000028112	C0006852	candidiasis of vagina
CID000003446	CID000028112	C0018674	head injury
CID000003446	CID000028112	C0037299	cutaneous ulcer
CID000003446	CID000028112	C0428977	bradycardia
CID000003446	CID000028112	C0086769	panic attack
CID000003446	CID000028112	C0011334	dental caries
CID000003446	CID000028112	C0020456	hyperglycaemia
CID000003446	CID000028112	C0019112	haemorrhoids
CID000003446	CID000028112	C0020458	hyperhidrosis
CID000003446	CID000028112	C0028081	night sweat
CID000003446	CID000028112	C0917801	insomnia
CID000003446	CID000028112	C0232943	menometrorrhagia
CID000003446	CID000028112	C0020615	hypoglycaemia
CID000003446	CID000028112	C0012833	dizziness
CID000003446	CID000028112	C0004134	Ataxia
CID000003446	CID000028112	C0015469	facial palsy
CID000003446	CID000028112	C0015468	face pain
CID000003446	CID000028112	C0020598	Blood calcium decreased
CID000003446	CID000028112	C0159877	ankle fracture
CID000003446	CID000028112	C0031350	pharyngeal inflammation
CID000003446	CID000028112	C0015672	Fatigue
CID000003446	CID000028112	C0013221	drug toxicity NOS
CID000003446	CID000028112	C0032290	aspiration pneumonia
CID000003446	CID000028112	C0235946	cerebral atrophy
CID000003446	CID000028112	C0023798	lipoma
CID000003446	CID000028112	C0004093	asthenia
CID000003446	CID000028112	C0042571	spinning sensation
CID000003446	CID000028112	C0004096	asthma
CID000003446	CID000028112	C0028738	nystagmus
CID000003446	CID000028112	C0004245	atrioventricular block
CID000003446	CID000028112	C0013428	dysuria
CID000003446	CID000028112	C0016199	flank pain
CID000003446	CID000028112	C0016053	fibromyalgia
CID000003446	CID000028112	C0085584	encephalopathy
CID000003446	CID000028112	C0700594	radiculopathy
CID000003446	CID000028112	C0011849	Diabetes
CID000003446	CID000028112	C0007860	cervicitis
CID000003446	CID000028112	C0595939	still birth
CID000003446	CID000028112	C0020565	breast enlargement
CID000003446	CID000028112	C0006277	bronchitis
CID000003446	CID000028112	C1456784	paranoia
CID000003446	CID000028112	C0271468	Eustachian tube disorder
CID000003446	CID000028112	C0019209	enlarged liver
CID000003446	CID000028112	C0010054	arteriosclerotic heart disease
CID000003446	CID000028112	C0024586	carcinoid syndrome
CID000003446	CID000028112	C0032326	pneumothorax
CID000003446	CID000028112	C0024421	macroglossia
CID000003446	CID000028112	C0236720	flashbacks
CID000003446	CID000028112	C0043246	laceration
CID000003446	CID000028112	C0036572	convulsion
CID000003446	CID000028112	C0017672	glossodynia
CID000003446	CID000028112	C0035078	kidney failure
CID000003446	CID000028112	C0023885	liver abscess
CID000003446	CID000028112	C0024115	Disorder Lung
CID000003446	CID000028112	C0020040	hot flash
CID000003446	CID000028112	C0004623	Bacterial infection
CID000003446	CID000028112	C1527344	dysphonia
CID000003446	CID000028112	C0037763	muscle spasm
CID000003446	CID000028112	C0043096	loss of weight
CID000003446	CID000028112	C0043094	weight gain
CID000003446	CID000028112	C0007642	cellulitis
CID000003446	CID000028112	C0011615	allergic dermatitis
CID000003446	CID000028112	C0009806	constipated
CID000003446	CID000028112	C0023895	disease of liver
CID000003446	CID000028112	C0003537	aphasia
CID000003446	CID000028112	C0022104	Colon Spastic
CID000003446	CID000028112	C0013384	abnormal movements
CID000003446	CID000028112	C0011053	deafness
CID000003446	CID000028112	C0158252	intervertebral disc disorder
CID000003446	CID000028112	C0392525	Nephrolithiasis
CID000003446	CID000028112	C0235329	Small intestinal obstruction
CID000003446	CID000028112	C0029456	osteoporosis
CID000003446	CID000028112	C0018800	cardiac enlargement
CID000003446	CID000028112	C0149512	acute sinusitis
CID000003446	CID000028112	C0018802	Cardiac decompensation
CID000003446	CID000028112	C0023067	laryngitis
CID000003446	CID000028112	C0242172	Pelvic Inflammatory Disease
CID000003446	CID000028112	C0038362	mucositis oral
CID000003446	CID000028112	C1269683	major depression
CID000003446	CID000028112	C0041582	ulcer
CID000003446	CID000028112	C0033774	itch
CID000003446	CID000028112	C0022575	keratitis sicca
CID000003446	CID000028112	C0023418	Leukaemia
CID000003446	CID000028112	C0027092	myopia
CID000003446	CID000028112	C0039240	Supraventricular tachycardia
CID000003446	CID000028112	C0022660	acute kidney failure
CID000003446	CID000028112	C0009938	bruise
CID000003446	CID000028112	C0008767	Scar
CID000003446	CID000028112	C0021400	flu
CID000003446	CID000028112	C0518988	dental abscess
CID000003446	CID000028112	C0009241	cognitive disorder
CID000003446	CID000028112	C0018799	cardiac disease
CID000003446	CID000028112	C0020676	hypothyroid
CID000003446	CID000028112	C0232492	abdominal pain upper
CID000003446	CID000028112	C0020443	elevated cholesterol
CID000003446	CID000028112	C0039231	heart rate increased
CID000003446	CID000028112	C0013395	dyspepsia
CID000003446	CID000028112	C0037199	Sinusitis
CID000003446	CID000028112	C0039239	sinus tachycardia
CID000003446	CID000028112	C0435630	wrist fracture
CID000003446	CID000028112	C0020542	pulmonary hypertension
CID000003446	CID000028112	C0040264	tinnitus
CID000003446	CID000028112	C0016034	breast dysplasia
CID000003446	CID000028112	C0278008	Altered Bowel Function
CID000003446	CID000028112	C0028754	obesity
CID000003446	CID000028112	C0020461	Excess potassium
CID000003446	CID000028112	C0033036	atrial ectopic beats
CID000003446	CID000028112	C0038358	gastric ulcer
CID000003446	CID000028112	C1145670	respiratory failure
CID000003446	CID000028112	C0018817	atrial septal defect
CID000003446	CID000028112	C0043352	aptyalism
CID000003446	CID000028112	C0011168	deglutition disorder
CID000003446	CID000028112	C0013491	ecchymoses
CID000003446	CID000028112	C0010200	Cough
CID000003446	CID000028112	C0003123	Anorexia
CID000003446	CID000028112	C0686347	tardive dyskinesia
CID000003446	CID000028112	C0149931	migraine
CID000003446	CID000028112	C0023518	leucocytosis
CID000003446	CID000028112	C0032617	polyuria
CID000003446	CID000028112	C0152027	sensory disturbance
CID000003446	CID000028112	C0031039	pericardial effusion
CID000003446	CID000028112	C0152025	polyneuropathy
CID000003446	CID000028112	C0013144	drowsiness
CID000003446	CID000028112	C0151480	antinuclear antibody positive
CID000003446	CID000028112	C0034065	Embolism pulmonary
CID000003446	CID000028112	C0162429	malnourished
CID000003446	CID000028112	C0013362	dysarthria
CID000003446	CID000028112	C0235660	galactorrhea
CID000003446	CID000028112	C0030554	Paraesthesia
CID000003446	CID000028112	C0013473	eating disorder
CID000003446	CID000028112	C0005424	biliary tract disorder
CID000003446	CID000028112	C0002622	Amnesia
CID000003446	CID000028112	C0040822	tremor
CID000003446	CID000028112	C0575081	Abnormal Gait
CID000003446	CID000028112	C0151699	haemorrhage intracranial
CID000003446	CID000028112	C0027424	nasal congestion
CID000003446	CID000028112	C0002103	allergic rhinitis
CID000003446	CID000028112	C0029882	otitis media
CID000003446	CID000028112	C0007859	cervicalgia
CID000003446	CID000028112	C0085649	edema extremities
CID000003446	CID000028112	C0014591	epistaxis
CID000003446	CID000028112	C0018989	hemiparesis
CID000003446	CID000028112	C0036337	schizoaffective disorder
CID000003446	CID000028112	C0019080	Bleeding
CID000003446	CID000028112	C0042963	emesis
CID000003446	CID000028112	C0438215	Abnormal Laboratory Findings
CID000003446	CID000028112	C0152031	joint swelling
CID000003446	CID000028112	C0006012	borderline personality disorder
CID000003446	CID000028112	C0000731	abdominal distension
CID000003446	CID000028112	C0042769	Infection Viral
CID000003446	CID000028112	C0000737	abdominal pain
CID000003446	CID000028112	C0007785	cerebral infarct
CID000003446	CID000028112	C0018021	goiter
CID000003446	CID000028112	C0242184	hypoxia
CID000003446	CID000028112	C0013404	Difficulty breathing
CID000003446	CID000028112	C0011860	Mod
CID000003446	CID000028112	C0004610	Bacteraemia
CID000003446	CID000028112	C0008350	cholelithiasis
CID000003446	CID000028112	C0002962	angina
CID000003446	CID000028112	C0027531	injury of neck
CID000003446	CID000028112	C0029408	Osteoarthritis
CID000003446	CID000028112	C0019158	hepatitis
CID000003446	CID000028112	C0007286	carpal tunnel
CID000003446	CID000028112	C0151825	bone pain
CID000003446	CID000028112	C1384666	Decreased hearing
CID000003446	CID000028112	C0036689	Pharyngitis Streptococcal
CID000003446	CID000028112	C0003467	Anxiety
CID000003446	CID000028112	C0033975	psychoses
CID000003446	CID000028112	C0024902	breast pain
CID000003446	CID000028112	C0033953	psychosexual disorder
CID000003446	CID000028112	C0035410	rhabdomyolysis
CID000003446	CID000028112	C0162283	Nephrogenic diabetes insipidus
CID000003446	CID000028112	C0151798	hepatic necrosis
CID000003446	CID000028112	C0442874	neuropathy
CID000003446	CID000028112	C0019079	coughing blood
CID000003446	CID000028112	C0005586	bipolar disorder
CID000003446	CID000028112	C0020541	portal hypertension
CID000003446	CID000028112	C0041657	loss of consciousness
