STITCH_1,STITCH_2,Polypharmacy_Side_Effect,Side_Effect_Name,STITCH_1_encoded,STITCH_2_encoded,drug_interaction_score,drug_sum,drug_diff,severity,affected_system,side_effect_category,severity_encoded,system_encoded,category_encoded,has_severe_interaction
CID000005267,CID000010631,C0009763,conjunctivitis,37,22,814,59,15,moderate,other,other,1,0,6,0
CID000005267,CID000010631,C0039070,Fainting,37,22,814,59,15,moderate,other,other,1,0,6,0
CID000005267,CID000010631,C0020625,blood sodium decreased,37,22,814,59,15,moderate,other,hematological,1,0,2,0
CID000005267,CID000010631,C0037383,sneezing,37,22,814,59,15,moderate,other,other,1,0,6,0
CID000005267,CID000010631,C0231218,Feeling unwell,37,22,814,59,15,moderate,other,other,1,0,6,0
CID000005267,CID000010631,C0020621,hypokalaemia,37,22,814,59,15,moderate,other,other,1,0,6,0
CID000005267,CID000010631,C0024050,lower GI bleeding,37,22,814,59,15,moderate,other,hematological,1,0,2,0
CID000005267,CID000010631,C0016382,facial flushing,37,22,814,59,15,moderate,other,other,1,0,6,0
CID000005267,CID000010631,C0023530,leucopenia,37,22,814,59,15,moderate,other,other,1,0,6,0
CID000004601,CID000005376,C0041834,erythema,30,15,450,45,15,moderate,other,other,1,0,6,0
CID000004601,CID000005376,C0004604,Back Ache,30,15,450,45,15,moderate,other,pain,1,0,7,0
CID000004601,CID000005376,C0149931,migraine,30,15,450,45,15,moderate,other,other,1,0,6,0
CID000004601,CID000005376,C0038663,attempted suicide,30,15,450,45,15,moderate,other,other,1,0,6,0
CID000004601,CID000005376,C0158252,intervertebral disc disorder,30,15,450,45,15,moderate,other,other,1,0,6,0
CID000004601,CID000005376,C0398353,Hypoventilation,30,15,450,45,15,moderate,other,other,1,0,6,0
CID000004601,CID000005376,C0029456,osteoporosis,30,15,450,45,15,moderate,other,other,1,0,6,0
CID000004601,CID000005376,C0019112,haemorrhoids,30,15,450,45,15,moderate,other,other,1,0,6,0
CID000004601,CID000005376,C0020538,High blood pressure,30,15,450,45,15,moderate,other,cardiovascular,1,0,0,0
CID000004601,CID000005376,C0678222,Breast cancer,30,15,450,45,15,moderate,other,other,1,0,6,0
CID000004601,CID000005376,C0221706,road traffic accident,30,15,450,45,15,moderate,other,other,1,0,6,0
CID000004601,CID000005376,C0012833,dizziness,30,15,450,45,15,mild,other,neurological,0,0,5,0
CID000004601,CID000005376,C1510475,diverticulosis,30,15,450,45,15,moderate,other,other,1,0,6,0
CID000004601,CID000005376,C0003873,Arthritis rheumatoid,30,15,450,45,15,moderate,other,other,1,0,6,0
CID000004601,CID000005376,C0013404,Difficulty breathing,30,15,450,45,15,moderate,other,respiratory,1,0,8,0
CID000004601,CID000005376,C0042798,Abnormal vision,30,15,450,45,15,moderate,other,other,1,0,6,0
CID000004601,CID000005376,C0020676,hypothyroid,30,15,450,45,15,moderate,other,other,1,0,6,0
CID000004601,CID000005376,C0003850,arteriosclerosis,30,15,450,45,15,moderate,other,other,1,0,6,0
CID000004601,CID000005376,C0038999,bulging,30,15,450,45,15,moderate,other,other,1,0,6,0
CID000004601,CID000005376,C0029408,Osteoarthritis,30,15,450,45,15,moderate,other,other,1,0,6,0
CID000004601,CID000005376,C0007785,cerebral infarct,30,15,450,45,15,severe,other,other,2,0,6,1
CID000004601,CID000005376,C0917801,insomnia,30,15,450,45,15,moderate,other,other,1,0,6,0
CID000004601,CID000005376,C0004093,asthenia,30,15,450,45,15,moderate,other,other,1,0,6,0
CID000004601,CID000005376,C0008033,pleural pain,30,15,450,45,15,moderate,other,pain,1,0,7,0
CID000004601,CID000005376,C0017168,acid reflux,30,15,450,45,15,moderate,other,other,1,0,6,0
CID000004601,CID000005376,C0016053,fibromyalgia,30,15,450,45,15,moderate,other,other,1,0,6,0
CID000004601,CID000005376,C0024902,breast pain,30,15,450,45,15,moderate,other,pain,1,0,7,0
CID000004601,CID000005376,C0030252,palpitation,30,15,450,45,15,moderate,other,other,1,0,6,0
CID000004601,CID000005376,C0030193,Pain,30,15,450,45,15,moderate,other,pain,1,0,7,0
CID000004601,CID000005376,C0030196,Extremity pain,30,15,450,45,15,moderate,other,pain,1,0,7,0
CID000004601,CID000005376,C0019360,herpes zoster,30,15,450,45,15,moderate,other,other,1,0,6,0
CID000004601,CID000005376,C0006144,Breast cyst,30,15,450,45,15,moderate,other,other,1,0,6,0
CID000004601,CID000005376,C0231528,aching muscles,30,15,450,45,15,moderate,other,pain,1,0,7,0
CID000004601,CID000005376,C0027080,myoglobinuria,30,15,450,45,15,moderate,other,other,1,0,6,0
CID000004601,CID000005376,C0041657,loss of consciousness,30,15,450,45,15,severe,other,other,2,0,6,1
CID000004601,CID000005376,C0029442,osteomalacia,30,15,450,45,15,moderate,other,other,1,0,6,0
CID000004601,CID000005376,C0036396,ischias,30,15,450,45,15,moderate,other,other,1,0,6,0
CID000004601,CID000005376,C0003862,Aching joints,30,15,450,45,15,moderate,other,pain,1,0,7,0
CID000004601,CID000005376,C0037763,muscle spasm,30,15,450,45,15,moderate,other,other,1,0,6,0
CID000004601,CID000005376,C0003864,arthritis,30,15,450,45,15,moderate,other,other,1,0,6,0
CID000004601,CID000005376,C0020040,hot flash,30,15,450,45,15,moderate,other,other,1,0,6,0
CID000004601,CID000005376,C0020649,arterial pressure NOS decreased,30,15,450,45,15,moderate,other,other,1,0,6,0
CID000004601,CID000005376,C0013146,abuse,30,15,450,45,15,moderate,other,other,1,0,6,0
CID000004601,CID000005376,C0009376,colonic polyp,30,15,450,45,15,moderate,other,other,1,0,6,0
CID000004601,CID000005376,C0018681,Head ache,30,15,450,45,15,moderate,other,pain,1,0,7,0
CID000005090,CID000005556,C0008325,cholecystitis,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0041834,erythema,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0231807,Dyspnea exertional,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0151636,Extrasystoles Ventricular,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0001418,adenocarcinoma,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0003578,Apnea,35,17,595,52,18,moderate,other,respiratory,1,0,8,0
CID000005090,CID000005556,C0013182,Drug hypersensitivity,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0035854,acne rosacea,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0009676,confusion,35,17,595,52,18,moderate,other,neurological,1,0,5,0
CID000005090,CID000005556,C0042024,Incontinence,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0318712,gastroenteritis viral,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0016977,gall bladder,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0221706,road traffic accident,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0002878,haemolytic anaemia,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0011880,diabetic acidosis,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0011884,Diabetic Retinopathy,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0005741,blepharitis,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0034186,pyelonephritis,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0043352,aptyalism,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0002871,anaemia,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0005747,Blepharospasm,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0002940,aneurysm,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0005001,benign prostatic hyperplasia,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0435630,wrist fracture,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0012691,dislocation,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C1510431,Superficial thrombophlebitis,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0003564,Aphonia,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0030193,Pain,35,17,595,52,18,moderate,other,pain,1,0,7,0
CID000005090,CID000005556,C0011124,Decreased Libido,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0011127,decubitus ulcer,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0035078,kidney failure,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0025289,meningitides,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0206062,ild,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0020625,blood sodium decreased,35,17,595,52,18,moderate,other,hematological,1,0,2,0
CID000005090,CID000005556,C0149871,deep vein thromboses,35,17,595,52,18,severe,other,other,2,0,6,1
CID000005090,CID000005556,C0023530,leucopenia,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0014863,esophageal spasm,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0242453,prostatism,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0032285,neumonia,35,17,595,52,18,severe,other,other,2,0,6,1
CID000005090,CID000005556,C0085614,Atrioventricular block first degree,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0344232,blurred vision,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0010200,Cough,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0032300,lobar pneumonia,35,17,595,52,18,moderate,other,respiratory,1,0,8,0
CID000005090,CID000005556,C0042594,Vestibular disorder,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0086769,panic attack,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0497247,arterial pressure NOS increased,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0013604,edema,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0028084,nightmare,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0012833,dizziness,35,17,595,52,18,mild,other,neurological,0,0,5,0
CID000005090,CID000005556,C0242528,azotaemia,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C1321523,wandering atrial pacemaker,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0085680,hypochloraemia,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0024103,Breast Lump,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0015672,Fatigue,35,17,595,52,18,mild,other,other,0,0,6,0
CID000005090,CID000005556,C0028734,nocturia,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0151786,muscle weakness,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0004093,asthenia,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0042571,spinning sensation,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0011991,diarrhea,35,17,595,52,18,mild,other,gastrointestinal,0,0,1,0
CID000005090,CID000005556,C0040264,tinnitus,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0011849,Diabetes,35,17,595,52,18,moderate,other,metabolic,1,0,4,0
CID000005090,CID000005556,C0006277,bronchitis,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0032584,polyp,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0029442,osteomalacia,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0029443,osteomyelitis,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0037763,muscle spasm,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0006840,Candida Infection,35,17,595,52,18,moderate,other,infectious,1,0,3,0
CID000005090,CID000005556,C0034069,lung fibrosis,35,17,595,52,18,moderate,other,respiratory,1,0,8,0
CID000005090,CID000005556,C0019209,enlarged liver,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0575081,Abnormal Gait,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0043246,laceration,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0009421,coma,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0026846,amyotrophy,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0006625,cachectic,35,17,595,52,18,moderate,other,pain,1,0,7,0
CID000005090,CID000005556,C0022679,renal cyst,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0031117,neuropathy peripheral,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0262428,collagenvascular disease,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0004623,Bacterial infection,35,17,595,52,18,moderate,other,infectious,1,0,3,0
CID000005090,CID000005556,C0235896,lung infiltration,35,17,595,52,18,moderate,other,respiratory,1,0,8,0
CID000005090,CID000005556,C0042384,angiitis,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0036572,convulsion,35,17,595,52,18,severe,other,other,2,0,6,1
CID000005090,CID000005556,C0162316,iron deficiency anaemia,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0878544,Cardiomyopathy,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0030554,Paraesthesia,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0006266,bronchial spasm,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0011053,deafness,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0158252,intervertebral disc disorder,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0015802,femur fracture,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0149756,fascitis plantar,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0018802,Cardiac decompensation,35,17,595,52,18,moderate,other,cardiovascular,1,0,0,0
CID000005090,CID000005556,C0038362,mucositis oral,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0027769,nervous tension,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0152031,joint swelling,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0019270,hernia,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0151904,Aspartate Aminotransferase Increase,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0022660,acute kidney failure,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0018790,asystole,35,17,595,52,18,severe,other,other,2,0,6,1
CID000005090,CID000005556,C0232492,abdominal pain upper,35,17,595,52,18,moderate,other,gastrointestinal,1,0,1,0
CID000005090,CID000005556,C0038999,bulging,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0017601,glaucoma,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0026265,mitral valve disease NOS,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0085649,edema extremities,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0149726,pulmonary mass,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0016034,breast dysplasia,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0004096,asthma,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0030252,palpitation,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0031542,Phlebitis,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0024121,lung neoplasms,35,17,595,52,18,moderate,other,respiratory,1,0,8,0
CID000005090,CID000005556,C0575090,balance disorder,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0030312,bone marrow failure,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0011168,deglutition disorder,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0011206,acute brain syndrome,35,17,595,52,18,moderate,other,neurological,1,0,5,0
CID000005090,CID000005556,C0149931,migraine,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0001623,adrenal insufficiency,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0036396,ischias,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0152027,sensory disturbance,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0152025,polyneuropathy,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0392525,Nephrolithiasis,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0013362,dysarthria,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C1145670,respiratory failure,35,17,595,52,18,severe,other,respiratory,2,0,8,1
CID000005090,CID000005556,C0014591,epistaxis,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0019080,Bleeding,35,17,595,52,18,severe,other,hematological,2,0,2,1
CID000005090,CID000005556,C0017160,gastroenteritis,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0027947,Neutropenia,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0000737,abdominal pain,35,17,595,52,18,moderate,other,gastrointestinal,1,0,1,0
CID000005090,CID000005556,C0007785,cerebral infarct,35,17,595,52,18,severe,other,other,2,0,6,1
CID000005090,CID000005556,C0242184,hypoxia,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0013404,Difficulty breathing,35,17,595,52,18,moderate,other,respiratory,1,0,8,0
CID000005090,CID000005556,C0020651,Hypotension Orthostatic,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0008350,cholelithiasis,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0003864,arthritis,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0917801,insomnia,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0036439,Scoliosis,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0033975,psychoses,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0262385,autonomic instability,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0035410,rhabdomyolysis,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0231528,aching muscles,35,17,595,52,18,moderate,other,pain,1,0,7,0
CID000005090,CID000005556,C0152169,renal colic,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0036983,septic shock,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0003862,Aching joints,35,17,595,52,18,moderate,other,pain,1,0,7,0
CID000005090,CID000005556,C0023211,bundle branch block left,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0020649,arterial pressure NOS decreased,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0003869,Arthritis infective,35,17,595,52,18,moderate,other,other,1,0,6,0
CID000005090,CID000005556,C0018681,Head ache,35,17,595,52,18,moderate,other,pain,1,0,7,0
CID000004946,CID000130881,C0038454,apoplexy,33,34,1122,67,1,severe,other,other,2,0,6,1
CID000004946,CID000130881,C0027441,nasopharyngitis,33,34,1122,67,1,moderate,other,other,1,0,6,0
CID000004946,CID000130881,C0001339,acute pancreatitis,33,34,1122,67,1,moderate,other,other,1,0,6,0
CID000004946,CID000130881,C0024523,malabsorption,33,34,1122,67,1,moderate,other,other,1,0,6,0
CID000004946,CID000130881,C0022346,icterus,33,34,1122,67,1,moderate,other,other,1,0,6,0
